dataset_id,short_name,column_index,variable_name,privacy_role,role_rationale,semantic_description,measurement_level,unit,coding_or_expected_range,observed_values_summary,nonmissing_count,missing_count,missing_rate,unique_count,scenario_membership,derived_formula,semantic_source,semantic_status,source_url
D4,Employee_Attrition,27,Distance_to_work,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Perceived distance to the workplace.,ordinal categorical,,Close; Medium; Far,Close; Far; Medium,1191,0,0.0,3,extended,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,28,Work_Live_Balance,other,not used by the current privacy-role configuration,Ease of balancing work and personal life; source retains the variable spelling 'Live'.,ordinal categorical,,Difficult; Medium; Easy,Difficult; Easy; Medium,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,29,Physical_Stress,other,not used by the current privacy-role configuration,Frequency of physical stress caused by physically demanding workplace tasks.,ordinal categorical,,No; Sometimes; Yes,No; Sometimes; Yes,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,30,Psychological_Exhaustion,item_level;sensitive,configured outcome or employment/health attribute used for attribute-disclosure checks; fine-grained response item contributing to a potentially distinctive response pattern,Frequency of psychological exhaustion or mental/emotional fatigue from job stress.,ordinal categorical,,No; Sometimes; Yes,No; Sometimes; Yes,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,31,Job_Stability,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Whether the respondent felt job security and stability.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,32,Health_Issues,item_level;sensitive,configured outcome or employment/health attribute used for attribute-disclosure checks; fine-grained response item contributing to a potentially distinctive response pattern,Whether health problems contributed to leaving work.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,33,Environment_Satisfaction,other,not used by the current privacy-role configuration,"Satisfaction with the work environment, including colleagues, facilities, lighting, air conditioning, and noise.",ordinal categorical,,Low; Medium; High,High; Low; Medium,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,34,Job_Satisfaction,item_level;sensitive,configured outcome or employment/health attribute used for attribute-disclosure checks; fine-grained response item contributing to a potentially distinctive response pattern,Overall job satisfaction in the last organization.,ordinal categorical,,Not satisfied; Satisfied; Very satisfied,Not satisfied; Satisfied; Very satisfied,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,35,Job_Opportunities,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Whether alternative job opportunities were available while working in the last organization.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D5,Driving_Employment,1,marital status,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Self-reported marital status.,nominal categorical,,Married; Single; Divorced; Widowed; Other,0; Divorced; Married; Single; Widowed,901,52,0.05456453305351522,5,extended;core,,variable codebook,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,2,Age,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Age band of the respondent.,ordinal categorical,,1 = 18-29; 2 = 30-39; 3 = 40-49; 4 = 50+,1.0; 2.0; 3.0; 4.0,900,53,0.055613850996852045,4,extended;core;coarse,,variable codebook,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,3,Household size,other,not used by the current privacy-role configuration,Number of household members.,ordinal categorical,,1-4 people; 5-8 people; More than 9 people,1Ð4 people; 5Ð8 people; More than 9 people,900,53,0.055613850996852045,3,,,variable codebook,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,4,Income,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Monthly household income band in Saudi riyals.,ordinal categorical,SAR/month,,"13,000 to less than 20,000; 21,000 or more; 5,000 to less than 12,000; Less than 4,000",900,53,0.055613850996852045,4,extended,,variable codebook,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,5,Employment sector,other,not used by the current privacy-role configuration,Employment sector(s) of the respondent; multi-select field.,nominal categorical,,,37 observed categories/text values; not enumerated,900,53,0.055613850996852045,37,,,variable codebook,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,6,SectorWorkplace transition likelihood,sensitive,configured outcome or employment/health attribute used for attribute-disclosure checks,Self-reported likelihood of transitioning to a different employment sector after the driving reform.,ordinal categorical,,0 = unlikely; 1 = somewhat likely; 2 = likely; No = not applicable,0; 1; 2; No,900,53,0.055613850996852045,4,,,variable codebook,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,7,Driving Licence,sensitive,configured outcome or employment/health attribute used for attribute-disclosure checks,Whether the respondent obtained a driving licence after the reform.,nominal categorical,,Agree; Disagree; Don't know,Agree; Disagree; Don't know,522,431,0.4522560335781742,3,,,variable codebook,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,8,car ownership,other,not used by the current privacy-role configuration,Deposited variable 'car ownership'; a more specific semantic definition is not available in the local package.,categorical text,,,Agree; Disagree,217,736,0.7722980062959076,2,,,column header only,needs_author_confirmation,https://zenodo.org/records/21839927
D5,Driving_Employment,9,driving licence process,other,not used by the current privacy-role configuration,driving licence process,categorical text,,,Agree; Disagree,165,788,0.8268625393494229,2,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,10,private car ownership,other,not used by the current privacy-role configuration,private car ownership,categorical text,,,Agree; Disagree; Don't know,469,484,0.5078698845750262,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,11,rented car,other,not used by the current privacy-role configuration,Deposited variable 'rented car'; a more specific semantic definition is not available in the local package.,categorical text,,,Agree; Disagree,74,879,0.9223504721930745,2,,,column header only,needs_author_confirmation,https://zenodo.org/records/21839927
D5,Driving_Employment,12,family car,other,not used by the current privacy-role configuration,Deposited variable 'family car'; a more specific semantic definition is not available in the local package.,categorical text,,,Agree,226,727,0.7628541448058762,1,,,column header only,needs_author_confirmation,https://zenodo.org/records/21839927
D5,Driving_Employment,13,donÕt have a car,other,not used by the current privacy-role configuration,Deposited variable 'donÕt have a car'; a more specific semantic definition is not available in the local package.,categorical text,,,Agree; Disagree; Don't know,140,813,0.8530954879328436,3,,,column header only,needs_author_confirmation,https://zenodo.org/records/21839927
D5,Driving_Employment,14,one year,other,not used by the current privacy-role configuration,Deposited variable 'one year'; a more specific semantic definition is not available in the local package.,categorical text,,,Agree,147,806,0.8457502623294858,1,,,column header only,needs_author_confirmation,https://zenodo.org/records/21839927
D5,Driving_Employment,15,two years,other,not used by the current privacy-role configuration,Deposited variable 'two years'; a more specific semantic definition is not available in the local package.,categorical text,,,Agree,355,598,0.6274921301154249,1,,,column header only,needs_author_confirmation,https://zenodo.org/records/21839927
D5,Driving_Employment,16,3 years,other,not used by the current privacy-role configuration,Deposited variable '3 years'; a more specific semantic definition is not available in the local package.,categorical text,,,Agree,398,555,0.5823714585519413,1,,,column header only,needs_author_confirmation,https://zenodo.org/records/21839927
D5,Driving_Employment,17,reducing women dependency,item_level,fine-grained response item contributing to a potentially distinctive response pattern,reducing women dependency,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,18,icreasing women penetraion in labour market,item_level,fine-grained response item contributing to a potentially distinctive response pattern,icreasing women penetraion in labour market,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,19,faciliatating transportation to work,item_level,fine-grained response item contributing to a potentially distinctive response pattern,faciliatating transportation to work,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,20,increasing employment opportunities for women,item_level,fine-grained response item contributing to a potentially distinctive response pattern,increasing employment opportunities for women,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,21,increasing sector employment for women,item_level,fine-grained response item contributing to a potentially distinctive response pattern,increasing sector employment for women,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,22,attaining higher working opportunities,item_level,fine-grained response item contributing to a potentially distinctive response pattern,attaining higher working opportunities,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,23,increasing employment opportunities,item_level,fine-grained response item contributing to a potentially distinctive response pattern,increasing employment opportunities,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,24,improving equal opportunities,item_level,fine-grained response item contributing to a potentially distinctive response pattern,improving equal opportunities,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,25,promoting women for higher up jobs,item_level,fine-grained response item contributing to a potentially distinctive response pattern,promoting women for higher up jobs,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,26,faciliatating observing start and finish times at work,item_level,fine-grained response item contributing to a potentially distinctive response pattern,faciliatating observing start and finish times at work,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,27,reducing travel time,item_level,fine-grained response item contributing to a potentially distinctive response pattern,reducing travel time,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,28,reducing number of forign drivers,item_level,fine-grained response item contributing to a potentially distinctive response pattern,reducing number of forign drivers,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,29,improving competetion in labour market,item_level,fine-grained response item contributing to a potentially distinctive response pattern,improving competetion in labour market,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,30,vision 2023,other,not used by the current privacy-role configuration,Deposited variable 'vision 2023'; a more specific semantic definition is not available in the local package.,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,column header only,needs_author_confirmation,https://zenodo.org/records/21839927
D5,Driving_Employment,31,speeding up of women penetration in labour market,item_level,fine-grained response item contributing to a potentially distinctive response pattern,speeding up of women penetration in labour market,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,32,reducing barriers to women,item_level,fine-grained response item contributing to a potentially distinctive response pattern,reducing barriers to women,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,33,Very proud for the achivements,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Very proud for the achivements,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,34,complete penetration of women in labour force,item_level,fine-grained response item contributing to a potentially distinctive response pattern,complete penetration of women in labour force,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,35,many training and facilitation opportunities,item_level,fine-grained response item contributing to a potentially distinctive response pattern,many training and facilitation opportunities,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,36,improving women access to finanacial opportunities,item_level,fine-grained response item contributing to a potentially distinctive response pattern,improving women access to finanacial opportunities,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,37,women taking part in decision making,item_level,fine-grained response item contributing to a potentially distinctive response pattern,women taking part in decision making,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,38,women empowerement,item_level,fine-grained response item contributing to a potentially distinctive response pattern,women empowerement,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,39,more regulations to enable women into labour market,item_level,fine-grained response item contributing to a potentially distinctive response pattern,more regulations to enable women into labour market,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,40,empowering women economically financillay,item_level,fine-grained response item contributing to a potentially distinctive response pattern,empowering women economically financillay,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,41,achiveing women aims in workplace,item_level,fine-grained response item contributing to a potentially distinctive response pattern,achiveing women aims in workplace,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,42,more confidence for women,item_level,fine-grained response item contributing to a potentially distinctive response pattern,more confidence for women,categorical text,,,Agree; Disagree; Don't know,900,53,0.055613850996852045,3,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
D5,Driving_Employment,43,equaleness in work and pay,item_level,fine-grained response item contributing to a potentially distinctive response pattern,equaleness in work and pay,categorical text,,,0; 1; 2; Agree; Disagree; Don't know,900,53,0.055613850996852045,6,,,self-describing column header,confirmed_column_header,https://zenodo.org/records/21839927
